Character Name,Line ID,Path,Ch Name Diff,Character ID,Character Name (copy),Main Character,Name in Caps,Relation,Relation - Negative,Relation - Negative (copy 2),Relation - Neutral,Relation - Neutral (copy),Relation - Positive,Relation - Positive (copy 2),Relation Sentiment,Relationship,Set ID,Synergy Type,URL,1,Number of Records,S.No.,X,Y
Dormammu,583,2,Dormammu,29,Dormammu,Mordo,DORMAMMU,Dark Empowerment,,,Dark Empowerment,Dark Empowerment,,,Neutral,Relationship with Mordo - ,70,Normal,,1,1,1166,205.5592346,8994.427734
Mordo,584,1,,70,Mordo,Mordo,MORDO,Mystic Observation,,,,Mystic Observation,,,Neutral,,70,Normal,,1,1,1167,7167.004883,8176.752441
Sentinel,584,2,Sentinel,88,Sentinel,Mordo,SENTINEL,Mystic Observation,,,Mystic Observation,Mystic Observation,,,Neutral,Relationship with Mordo - ,70,Normal,,1,1,1168,6866.401855,3270.700928
Morningstar,585,1,,71,Morningstar,Morningstar,MORNINGSTAR,Warrior Queens,,,,Warrior Queens,,,Neutral,,71,Normal,,1,1,1169,2926.922363,6284.418457
Angela,585,2,Angela,3,Angela,Morningstar,ANGELA,Warrior Queens,,,Warrior Queens,Warrior Queens,,,Neutral,Relationship with Morningstar - ,71,Normal,,1,1,1170,7056.256348,3901.479004
Morningstar,586,1,,71,Morningstar,Morningstar,MORNINGSTAR,Masters Of The Sword,,,,Masters Of The Sword,,,Neutral,,71,Normal,,1,1,1171,2926.922363,6284.418457
Guillotine,586,2,Guillotine,39,Guillotine,Morningstar,GUILLOTINE,Masters Of The Sword,,,Masters Of The Sword,Masters Of The Sword,,,Neutral,Relationship with Morningstar - ,71,Normal,,1,1,1172,7135.362305,5910.624023
Morningstar,587,1,,71,Morningstar,Morningstar,MORNINGSTAR,Warrior Queens,,,,Warrior Queens,,,Neutral,,71,Normal,,1,1,1173,2926.922363,6284.418457
Magik,587,2,Magik,64,Magik,Morningstar,MAGIK,Warrior Queens,,,Warrior Queens,Warrior Queens,,,Neutral,Relationship with Morningstar - ,71,Normal,,1,1,1174,1455.550659,8714.082031
Morningstar,588,1,,71,Morningstar,Morningstar,MORNINGSTAR,Soul Seeker,,,,Soul Seeker,,,Neutral,,71,Normal,,1,1,1175,2926.922363,6284.418457
Mephisto,588,2,Mephisto,68,Mephisto,Morningstar,MEPHISTO,Soul Seeker,,,Soul Seeker,Soul Seeker,,,Neutral,Relationship with Morningstar - ,71,Normal,,1,1,1176,3449.022217,8433.736328
Morningstar,589,1,,71,Morningstar,Morningstar,MORNINGSTAR,Mystic Observation,,,,Mystic Observation,,,Neutral,,71,Normal,,1,1,1177,2926.922363,6284.418457
Sentinel,589,2,Sentinel,88,Sentinel,Morningstar,SENTINEL,Mystic Observation,,,Mystic Observation,Mystic Observation,,,Neutral,Relationship with Morningstar - ,71,Normal,,1,1,1178,6866.401855,3270.700928
Ms. Marvel,590,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Friends,,,,,,Friends,Positive,,72,Normal,,1,1,1179,8290.310547,373.7944031
Black Widow,590,2,Black Widow,10,Black Widow,Ms. Marvel,BLACK WIDOW,Friends,,,,,Friends,Friends,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1180,3148.419189,2359.577148
Ms. Marvel,591,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Friends,,,,,,Friends,Positive,,72,Normal,,1,1,1181,8290.310547,373.7944031
Captain America,591,2,Captain America,13,Captain America,Ms. Marvel,CAPTAIN AMERICA,Friends,,,,,Friends,Friends,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1182,7878.958984,6961.92041
Ms. Marvel,592,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Teammates,,,,,,Teammates,Positive,,72,Normal,,1,1,1183,8290.310547,373.7944031
Hulk,592,2,Hulk,45,Hulk,Ms. Marvel,HULK,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1184,4651.433594,5910.624023
Ms. Marvel,593,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Teammates,,,,,,Teammates,Positive,,72,Normal,,1,1,1185,8290.310547,373.7944031
Iron Man,593,2,Iron Man,52,Iron Man,Ms. Marvel,IRON MAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1186,5553.242188,9557.666992
Ms. Marvel,594,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Enemies,,Enemies,,,,,Negative,,72,Normal,,1,1,1187,8290.310547,373.7944031
Joe Fixit,594,2,Joe Fixit,54,Joe Fixit,Ms. Marvel,JOE FIXIT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Ms. Marvel - ,72,Normal,,1,1,1188,2199.147217,5653.640137
Ms. Marvel,595,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Teammates,,,,,,Teammates,Positive,,72,Normal,,1,1,1189,8290.310547,373.7944031
Karnak,595,2,Karnak,57,Karnak,Ms. Marvel,KARNAK,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1190,3702.161377,2312.852783
Ms. Marvel,596,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Idol,,,,,,Idol,Positive,,72,Normal,,1,1,1191,8290.310547,373.7944031
Ms. Marvel (Kamala Khan),596,2,Ms. Marvel (Kamala Khan),73,Ms. Marvel (Kamala Khan),Ms. Marvel,MS. MARVEL (KAMALA KHAN),Idol,,,,,Idol,Idol,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1192,5505.77832,2032.506958
Ms. Marvel,597,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Rivals,,Rivals,,,,,Negative,,72,Normal,,1,1,1193,8290.310547,373.7944031
Rogue,597,2,Rogue,85,Rogue,Ms. Marvel,ROGUE,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Ms. Marvel - ,72,Normal,,1,1,1194,221.4968414,2639.922852
Ms. Marvel,598,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Friends,,,,,,Friends,Positive,,72,Normal,,1,1,1195,8290.310547,373.7944031
Scarlet Witch,598,2,Scarlet Witch,87,Scarlet Witch,Ms. Marvel,SCARLET WITCH,Friends,,,,,Friends,Friends,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1196,2563.034912,6798.385742
Ms. Marvel,599,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Teammates,,,,,,Teammates,Positive,,72,Normal,,1,1,1197,8290.310547,373.7944031
Thor,599,2,Thor,101,Thor,Ms. Marvel,THOR,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1198,6834.759277,410.8025208
Ms. Marvel,600,1,,72,Ms. Marvel,Ms. Marvel,MS. MARVEL,Teammates,,,,,,Teammates,Positive,,72,Normal,,1,1,1199,8290.310547,373.7944031
Thor (Jane Foster),600,2,Thor (Jane Foster),102,Thor (Jane Foster),Ms. Marvel,THOR (JANE FOSTER),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel - ,72,Normal,,1,1,1200,8685.839844,1051.296753
Ms. Marvel (Kamala Khan),601,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Cosmic Supremacy,,,,Cosmic Supremacy,,,Neutral,,73,Normal,,1,1,1201,5505.77832,2032.506958
Black Bolt,601,2,Black Bolt,7,Black Bolt,Ms. Marvel (Kamala Khan),BLACK BOLT,Cosmic Supremacy,,,Cosmic Supremacy,Cosmic Supremacy,,,Neutral,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1202,3148.419189,3901.479004
Ms. Marvel (Kamala Khan),602,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Idol,,,,,,Idol,Positive,,73,Normal,,1,1,1203,5505.77832,2032.506958
Captain Marvel,602,2,Captain Marvel,15,Captain Marvel,Ms. Marvel (Kamala Khan),CAPTAIN MARVEL,Idol,,,,,Idol,Idol,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1204,1534.656616,1541.901855
Ms. Marvel (Kamala Khan),603,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Teammates,,,,,,Teammates,Positive,,73,Normal,,1,1,1205,5505.77832,2032.506958
Howard the Duck,603,2,Howard the Duck,44,Howard the Duck,Ms. Marvel (Kamala Khan),HOWARD THE DUCK,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1206,7720.74707,7242.266113
Ms. Marvel (Kamala Khan),604,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Idol,,,,,,Idol,Positive,,73,Normal,,1,1,1207,5505.77832,2032.506958
Ms. Marvel,604,2,Ms. Marvel,72,Ms. Marvel,Ms. Marvel (Kamala Khan),MS. MARVEL,Idol,,,,,Idol,Idol,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1208,8290.310547,373.7944031
Ms. Marvel (Kamala Khan),605,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Teammates,,,,,,Teammates,Positive,,73,Normal,,1,1,1209,5505.77832,2032.506958
She-Hulk,605,2,She-Hulk,90,She-Hulk,Ms. Marvel (Kamala Khan),SHE-HULK,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1210,3164.240479,9648.719727
Ms. Marvel (Kamala Khan),606,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Teammates,,,,,,Teammates,Positive,,73,Normal,,1,1,1211,5505.77832,2032.506958
Spider-Man (Miles Morales),606,2,Spider-Man (Miles Morales),93,Spider-Man (Miles Morales),Ms. Marvel (Kamala Khan),SPIDER-MAN (MILES MORALES),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1212,5268.460449,4462.17041
Ms. Marvel (Kamala Khan),607,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Contest Noobs,,,,Contest Noobs,,,Neutral,,73,Normal,,1,1,1213,5505.77832,2032.506958
Spider-Man (Stark Enhanced),607,2,Spider-Man (Stark Enhanced),94,Spider-Man (Stark Enhanced),Ms. Marvel (Kamala Khan),SPIDER-MAN (STARK ENHANCED),Contest Noobs,,,Contest Noobs,Contest Noobs,,,Neutral,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1214,3195.882813,4625.705566
Ms. Marvel (Kamala Khan),608,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Teammates,,,,,,Teammates,Positive,,73,Normal,,1,1,1215,5505.77832,2032.506958
Thor (Jane Foster),608,2,Thor (Jane Foster),102,Thor (Jane Foster),Ms. Marvel (Kamala Khan),THOR (JANE FOSTER),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1216,8685.839844,1051.296753
Ms. Marvel (Kamala Khan),609,1,,73,Ms. Marvel (Kamala Khan),Ms. Marvel (Kamala Khan),MS. MARVEL (KAMALA KHAN),Teammates,,,,,,Teammates,Positive,,73,Normal,,1,1,1217,5505.77832,2032.506958
Vision,609,2,Vision,109,Vision,Ms. Marvel (Kamala Khan),VISION,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Ms. Marvel (Kamala Khan) - ,73,Normal,,1,1,1218,5743.09668,9648.567383
Nebula,610,1,,74,Nebula,Nebula,NEBULA,Enemies,,Enemies,,,,,Negative,,74,Normal,,1,1,1219,2389.001465,3574.408936
Rocket Raccoon,610,2,Rocket Raccoon,84,Rocket Raccoon,Nebula,ROCKET RACCOON,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Nebula - ,74,Normal,,1,1,1220,4081.870361,6214.331543
Nebula,611,1,,74,Nebula,Nebula,NEBULA,Enemies,,Enemies,,,,,Negative,,74,Normal,,1,1,1221,2389.001465,3574.408936
Star-Lord,611,2,Star-Lord,96,Star-Lord,Nebula,STAR-LORD,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Nebula - ,74,Normal,,1,1,1222,1075.841797,1331.642578
Nebula,612,1,,74,Nebula,Nebula,NEBULA,Enemies,,Enemies,,,,,Negative,,74,Normal,,1,1,1223,2389.001465,3574.408936
Drax,612,2,Drax,30,Drax,Nebula,DRAX,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Nebula - ,74,Normal,,1,1,1224,3401.558594,8223.476563
Nebula,613,1,,74,Nebula,Nebula,NEBULA,Family,,,,,,Family,Positive,,74,Normal,,1,1,1225,2389.001465,3574.408936
Thanos,613,2,Thanos,100,Thanos,Nebula,THANOS,Family,,,,,Family,Family,Positive,Relationship with Nebula - ,74,Normal,,1,1,1226,4762.182129,7569.336426
Nebula,614,1,,74,Nebula,Nebula,NEBULA,Family,,,,,,Family,Positive,,74,Perfect,,1,1,1227,2389.001465,3574.408936
Gamora,614,2,Gamora,35,Gamora,Nebula,GAMORA,Family,,,,,Family,Family,Positive,Relationship with Nebula - ,74,Perfect,,1,1,1228,9318.688477,5116.310547
Nightcrawler,615,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Friends,,,,,,Friends,Positive,,75,Perfect,,1,1,1229,4509.04248,2733.371582
Beast,615,2,Beast,6,Beast,Nightcrawler,BEAST,Friends,,,,,Friends,Friends,Positive,Relationship with Nightcrawler - ,75,Perfect,,1,1,1230,7657.461914,9251.411133
Nightcrawler,616,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Teammates,,,,,,Teammates,Positive,,75,Normal,,1,1,1231,4509.04248,2733.371582
Cyclops (Blue Team),616,2,Cyclops (Blue Team),20,Cyclops (Blue Team),Nightcrawler,CYCLOPS (BLUE TEAM),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Nightcrawler - ,75,Normal,,1,1,1232,949.2721558,2826.820068
Nightcrawler,617,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Teammates,,,,,,Teammates,Positive,,75,Normal,,1,1,1233,4509.04248,2733.371582
Cyclops (New Xavier School),617,2,Cyclops (New Xavier School),21,Cyclops (New Xavier School),Nightcrawler,CYCLOPS (NEW XAVIER SCHOOL),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Nightcrawler - ,75,Normal,,1,1,1234,4319.188477,1051.296753
Nightcrawler,618,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Teammates,,,,,,Teammates,Positive,,75,Normal,,1,1,1235,4509.04248,2733.371582
Gambit,618,2,Gambit,34,Gambit,Nightcrawler,GAMBIT,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Nightcrawler - ,75,Normal,,1,1,1236,2214.968262,7873.044434
Nightcrawler,619,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Enemies,,Enemies,,,,,Negative,,75,Normal,,1,1,1237,4509.04248,2733.371582
Juggernaut,619,2,Juggernaut,55,Juggernaut,Nightcrawler,JUGGERNAUT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Nightcrawler - ,75,Normal,,1,1,1238,1218.232544,8643.995117
Nightcrawler,620,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Teammates,,,,,,Teammates,Positive,,75,Normal,,1,1,1239,4509.04248,2733.371582
Phoenix,620,2,Phoenix,77,Phoenix,Nightcrawler,PHOENIX,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Nightcrawler - ,75,Normal,,1,1,1240,870.1661377,5233.121582
Nightcrawler,621,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Family,,,,,,Family,Positive,,75,Normal,,1,1,1241,4509.04248,2733.371582
Rogue,621,2,Rogue,85,Rogue,Nightcrawler,ROGUE,Family,,,,,Family,Family,Positive,Relationship with Nightcrawler - ,75,Normal,,1,1,1242,221.4968414,2639.922852
Nightcrawler,622,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Mutant Pursuit,,Mutant Pursuit,,,,,Negative,,75,Normal,,1,1,1243,4509.04248,2733.371582
Sentinel,622,2,Sentinel,88,Sentinel,Nightcrawler,SENTINEL,Mutant Pursuit,Mutant Pursuit,Mutant Pursuit,,,,,Negative,Relationship with Nightcrawler - ,75,Normal,,1,1,1244,6866.401855,3270.700928
Nightcrawler,623,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,Rivals,,Rivals,,,,,Negative,,75,Normal,,1,1,1245,4509.04248,2733.371582
Wolverine (X-23),623,2,Wolverine (X-23),116,Wolverine (X-23),Nightcrawler,WOLVERINE (X-23),Rivals,Rivals,Rivals,,,,,Negative,Relationship with Nightcrawler - ,75,Normal,,1,1,1246,2705.425537,7452.525879
Nightcrawler,624,1,,75,Nightcrawler,Nightcrawler,NIGHTCRAWLER,It Ain't Easy,,,,It Ain't Easy,,,Neutral,,75,Normal,,1,1,1247,4509.04248,2733.371582
Yondu,624,2,Yondu,118,Yondu,Nightcrawler,YONDU,It Ain't Easy,,,It Ain't Easy,It Ain't Easy,,,Neutral,Relationship with Nightcrawler - ,75,Normal,,1,1,1248,8622.555664,4088.376221
Old Man Logan,625,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Friends,,,,,,Friends,Positive,,76,Normal,,1,1,1249,1202.411377,5560.191406
Colossus,625,2,Colossus,18,Colossus,Old Man Logan,COLOSSUS,Friends,,,,,Friends,Friends,Positive,Relationship with Old Man Logan - ,76,Normal,,1,1,1250,3369.91626,7102.093262
Old Man Logan,626,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Family,,,,,,Family,Positive,,76,Normal,,1,1,1251,1202.411377,5560.191406
Deadpool,626,2,Deadpool,24,Deadpool,Old Man Logan,DEADPOOL,Family,,,,,Family,Family,Positive,Relationship with Old Man Logan - ,76,Normal,,1,1,1252,3543.949463,4228.548828
Old Man Logan,627,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Friends,,,,,,Friends,Positive,,76,Normal,,1,1,1253,1202.411377,5560.191406
Hawkeye,627,2,Hawkeye,41,Hawkeye,Old Man Logan,HAWKEYE,Friends,,,,,Friends,Friends,Positive,Relationship with Old Man Logan - ,76,Normal,,1,1,1254,7103.719727,4532.256836
Old Man Logan,628,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Nemesis,,Nemesis,,,,,Negative,,76,Normal,,1,1,1255,1202.411377,5560.191406
Hulk,628,2,Hulk,45,Hulk,Old Man Logan,HULK,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Old Man Logan - ,76,Normal,,1,1,1256,4651.433594,5910.624023
Old Man Logan,629,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Friends,,,,,,Friends,Positive,,76,Normal,,1,1,1257,1202.411377,5560.191406
Unstoppable Colossus,629,2,Unstoppable Colossus,106,Unstoppable Colossus,Old Man Logan,UNSTOPPABLE COLOSSUS,Friends,,,,,Friends,Friends,Positive,Relationship with Old Man Logan - ,76,Normal,,1,1,1258,9587.648438,4789.240723
Old Man Logan,630,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Enemies,,Enemies,,,,,Negative,,76,Normal,,1,1,1259,1202.411377,5560.191406
Wolverine,630,2,Wolverine,115,Wolverine,Old Man Logan,WOLVERINE,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Old Man Logan - ,76,Normal,,1,1,1260,1012.556946,6377.866699
Old Man Logan,631,1,,76,Old Man Logan,Old Man Logan,OLD MAN LOGAN,Family,,,,,,Family,Positive,,76,Normal,,1,1,1261,1202.411377,5560.191406
Wolverine (X-23),631,2,Wolverine (X-23),116,Wolverine (X-23),Old Man Logan,WOLVERINE (X-23),Family,,,,,Family,Family,Positive,Relationship with Old Man Logan - ,76,Normal,,1,1,1262,2705.425537,7452.525879
Phoenix,632,1,,77,Phoenix,Phoenix,PHOENIX,Mutant Agenda,,,,,,Mutant Agenda,Positive,,77,Normal,,1,1,1263,870.1661377,5233.121582
Archangel,632,2,Archangel,5,Archangel,Phoenix,ARCHANGEL,Mutant Agenda,,,,,Mutant Agenda,Mutant Agenda,Positive,Relationship with Phoenix - ,77,Normal,,1,1,1264,553.7420654,7032.006836
Phoenix,633,1,,77,Phoenix,Phoenix,PHOENIX,Teammates,,,,,,Teammates,Positive,,77,Normal,,1,1,1265,870.1661377,5233.121582
Beast,633,2,Beast,6,Beast,Phoenix,BEAST,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Phoenix - ,77,Normal,,1,1,1266,7657.461914,9251.411133
Phoenix,634,1,,77,Phoenix,Phoenix,PHOENIX,Family,,,,,,Family,Positive,,77,Normal,,1,1,1267,870.1661377,5233.121582
Cable,634,2,Cable,12,Cable,Phoenix,CABLE,Family,,,,,Family,Family,Positive,Relationship with Phoenix - ,77,Normal,,1,1,1268,7768.210449,6494.677734
Phoenix,635,1,,77,Phoenix,Phoenix,PHOENIX,It's Complicated,,,,It's Complicated,,,Neutral,,77,Perfect,,1,1,1269,870.1661377,5233.121582
Cyclops (Blue Team),635,2,Cyclops (Blue Team),20,Cyclops (Blue Team),Phoenix,CYCLOPS (BLUE TEAM),It's Complicated,,,It's Complicated,It's Complicated,,,Neutral,Relationship with Phoenix - ,77,Perfect,,1,1,1270,949.2721558,2826.820068
Phoenix,636,1,,77,Phoenix,Phoenix,PHOENIX,Teammates,,,,,,Teammates,Positive,,77,Normal,,1,1,1271,870.1661377,5233.121582
Gamora,636,2,Gamora,35,Gamora,Phoenix,GAMORA,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Phoenix - ,77,Normal,,1,1,1272,9318.688477,5116.310547
Phoenix,637,1,,77,Phoenix,Phoenix,PHOENIX,Teammates,,,,,,Teammates,Positive,,77,Normal,,1,1,1273,870.1661377,5233.121582
Nightcrawler,637,2,Nightcrawler,75,Nightcrawler,Phoenix,NIGHTCRAWLER,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Phoenix - ,77,Normal,,1,1,1274,4509.04248,2733.371582
Phoenix,638,1,,77,Phoenix,Phoenix,PHOENIX,Enemies,,Enemies,,,,,Negative,,77,Normal,,1,1,1275,870.1661377,5233.121582
Scarlet Witch,638,2,Scarlet Witch,87,Scarlet Witch,Phoenix,SCARLET WITCH,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Phoenix - ,77,Normal,,1,1,1276,2563.034912,6798.385742
Phoenix,639,1,,77,Phoenix,Phoenix,PHOENIX,Friends,,,,,,Friends,Positive,,77,Normal,,1,1,1277,870.1661377,5233.121582
Storm,639,2,Storm,97,Storm,Phoenix,STORM,Friends,,,,,Friends,Friends,Positive,Relationship with Phoenix - ,77,Normal,,1,1,1278,9160.476563,335.9421387
Phoenix,640,1,,77,Phoenix,Phoenix,PHOENIX,It's Complicated,,,,It's Complicated,,,Neutral,,77,Normal,,1,1,1279,870.1661377,5233.121582
Wolverine,640,2,Wolverine,115,Wolverine,Phoenix,WOLVERINE,It's Complicated,,,It's Complicated,It's Complicated,,,Neutral,Relationship with Phoenix - ,77,Normal,,1,1,1280,1012.556946,6377.866699
Psylocke,641,1,,78,Psylocke,Psylocke,PSYLOCKE,Romance,,,,,,Romance,Positive,,78,Reciprocal,,1,1,1281,6629.083984,3317.425293
Archangel,641,2,Archangel,5,Archangel,Psylocke,ARCHANGEL,Romance,,,,,Romance,Romance,Positive,Relationship with Psylocke - ,78,Reciprocal,,1,1,1282,553.7420654,7032.006836
Psylocke,642,1,,78,Psylocke,Psylocke,PSYLOCKE,Teammates,,,,,,Teammates,Positive,,78,Normal,,1,1,1283,6629.083984,3317.425293
Storm,642,2,Storm,97,Storm,Psylocke,STORM,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Psylocke - ,78,Normal,,1,1,1284,9160.476563,335.9421387
Psylocke,643,1,,78,Psylocke,Psylocke,PSYLOCKE,Teammates,,,,,,Teammates,Positive,,78,Normal,,1,1,1285,6629.083984,3317.425293
Rogue,643,2,Rogue,85,Rogue,Psylocke,ROGUE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Psylocke - ,78,Normal,,1,1,1286,221.4968414,2639.922852
Punisher,644,1,,79,Punisher,Punisher,PUNISHER,Rivals,,Rivals,,,,,Negative,,79,Reciprocal,,1,1,1287,1392.265869,8784.167969
Daredevil,644,2,Daredevil,22,Daredevil,Punisher,DAREDEVIL,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Punisher - ,79,Reciprocal,,1,1,1288,8132.098145,6354.504883
Punisher,645,1,,79,Punisher,Punisher,PUNISHER,Rivals,,Rivals,,,,,Negative,,79,Normal,,1,1,1289,1392.265869,8784.167969
Daredevil (Classic),645,2,Daredevil (Classic),23,Daredevil (Classic),Punisher,DAREDEVIL (CLASSIC),Rivals,Rivals,Rivals,,,,,Negative,Relationship with Punisher - ,79,Normal,,1,1,1290,6106.984375,8316.924805
Punisher,646,1,,79,Punisher,Punisher,PUNISHER,Teammates,,,,,,Teammates,Positive,,79,Normal,,1,1,1291,1392.265869,8784.167969
Deadpool,646,2,Deadpool,24,Deadpool,Punisher,DEADPOOL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Punisher - ,79,Normal,,1,1,1292,3543.949463,4228.548828
Punisher,647,1,,79,Punisher,Punisher,PUNISHER,Rivals,,Rivals,,,,,Negative,,79,Normal,,1,1,1293,1392.265869,8784.167969
Ghost Rider,647,2,Ghost Rider,36,Ghost Rider,Punisher,GHOST RIDER,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Punisher - ,79,Normal,,1,1,1294,6043.699219,6611.488281
Punisher,648,1,,79,Punisher,Punisher,PUNISHER,Cross Training,,,,Cross Training,,,Neutral,,79,Normal,,1,1,1295,1392.265869,8784.167969
Punisher 2099,648,2,Punisher 2099,80,Punisher 2099,Punisher,PUNISHER 2099,Cross Training,,,Cross Training,Cross Training,,,Neutral,Relationship with Punisher - ,79,Normal,,1,1,1296,2278.253174,8036.57959
Punisher,649,1,,79,Punisher,Punisher,PUNISHER,Teammates,,,,,,Teammates,Positive,,79,Perfect,,1,1,1297,1392.265869,8784.167969
Rhino,649,2,Rhino,83,Rhino,Punisher,RHINO,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Punisher - ,79,Perfect,,1,1,1298,7942.243652,9485.032227
Punisher,650,1,,79,Punisher,Punisher,PUNISHER,Rivals,,Rivals,,,,,Negative,,79,Normal,,1,1,1299,1392.265869,8784.167969
Spider-Gwen,650,2,Spider-Gwen,91,Spider-Gwen,Punisher,SPIDER-GWEN,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Punisher - ,79,Normal,,1,1,1300,2784.531738,8573.90918
Punisher,651,1,,79,Punisher,Punisher,PUNISHER,Rivals,,Rivals,,,,,Negative,,79,Normal,,1,1,1301,1392.265869,8784.167969
Spider-Man (Classic),651,2,Spider-Man (Classic),92,Spider-Man (Classic),Punisher,SPIDER-MAN (CLASSIC),Rivals,Rivals,Rivals,,,,,Negative,Relationship with Punisher - ,79,Normal,,1,1,1302,2705.425537,9438.308594
